'Flight phase','Flight type',Survivors,'Crash site',Region,'Crew on board','Crew fatalities','Pax on board','PAX fatalities','Other fatalities','Total fatalities','Crash cause'
Flight,'Scheduled Revenue Flight',Yes,Desert,Africa,9,0,14,0,0,0,'Other causes'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','South America',2,0,5,0,0,0,'Technical failure'
Flight,Executive/Corporate/Business,Yes,'Lake, Sea, Ocean, River','North America',1,0,6,0,0,0,'Technical failure'
Flight,Positioning,No,'Plain, Valley',Europe,1,1,0,0,0,1,Unknown
'Takeoff (climb)',Training,No,'Airport (less than 10 km from airport)',Asia,2,2,0,0,0,2,Unknown
Flight,Cargo,No,'Plain, Valley',Europe,1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','Central America',3,0,0,0,0,0,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Plain, Valley','North America',1,0,5,0,0,0,'Technical failure'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,6,0,0,0,0,0,'Other causes'
Flight,'Fire fighting',No,Mountains,Europe,2,2,0,0,0,2,Unknown
Flight,Military,No,'Plain, Valley',Asia,6,6,0,0,0,6,'Technical failure'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley','North America',1,0,4,0,0,0,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,'Human factor'
'Takeoff (climb)','Illegal (smuggling)',Yes,'Plain, Valley','South America',2,0,6,0,0,0,'Terrorism act, Hijacking, Sabotage'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)',Asia,2,2,22,22,0,24,'Other causes'
'Takeoff (climb)','Skydiving / Paratroopers',Yes,'Airport (less than 10 km from airport)',Europe,2,0,17,0,0,0,'Technical failure'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,5,5,81,77,0,82,'Terrorism act, Hijacking, Sabotage'
'Landing (descent or approach)',Executive/Corporate/Business,Yes,'Airport (less than 10 km from airport)','North America',1,0,2,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Europe,5,0,0,0,0,0,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',1,0,5,3,0,3,'Human factor'
Flight,Cargo,Yes,'Plain, Valley','South America',2,0,0,0,0,0,Unknown
'Landing (descent or approach)',Cargo,Yes,'Lake, Sea, Ocean, River','South America',3,2,3,0,0,2,'Technical failure'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,1,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','Central America',2,0,4,0,0,0,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','South America',2,0,2,0,0,0,'Technical failure'
Flight,Private,No,Mountains,'North America',2,2,5,5,0,7,'Human factor'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,3,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','Central America',7,0,98,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Lake, Sea, Ocean, River',Asia,1,0,3,1,0,1,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Plain, Valley',Europe,1,0,3,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,0,4,0,0,0,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','Central America',1,0,7,0,0,0,Unknown
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',3,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Europe,6,1,64,1,0,2,'Human factor'
Flight,Cargo,Yes,Mountains,'South America',3,0,0,0,0,0,'Technical failure'
Flight,Executive/Corporate/Business,No,'Plain, Valley','North America',1,1,1,1,0,2,Unknown
Flight,'Scheduled Revenue Flight',NA,'Plain, Valley',Asia,0,0,0,0,0,0,Unknown
'Landing (descent or approach)',Military,No,'Airport (less than 10 km from airport)',Europe,3,3,0,0,0,3,'Technical failure'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Oceania,1,0,9,6,0,6,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Europe,2,0,17,0,0,0,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Asia,12,8,120,100,0,108,'Terrorism act, Hijacking, Sabotage'
Parking,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Asia,6,1,24,0,0,1,'Terrorism act, Hijacking, Sabotage'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,4,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','South America',2,0,4,0,0,0,'Technical failure'
NA,'Scheduled Revenue Flight',NA,NA,Asia,0,0,0,0,0,0,Unknown
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,0,0,0,1,'Technical failure'
'Takeoff (climb)',Positioning,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Technical failure'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Europe,2,2,1,0,0,2,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Airport (less than 10 km from airport)',Europe,1,1,4,4,0,5,'Human factor'
Flight,Military,Yes,'Plain, Valley','South America',3,3,10,9,0,12,Unknown
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)',Africa,0,0,0,0,0,0,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,4,0,41,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',2,0,1,0,0,0,'Other causes'
'Takeoff (climb)','Survey / Patrol / Reconnaissance',No,'Airport (less than 10 km from airport)','Central America',2,2,0,0,0,2,Unknown
'Takeoff (climb)',Military,No,'Airport (less than 10 km from airport)',Asia,2,2,0,0,0,2,Unknown
Flight,Ferry,Yes,'Lake, Sea, Ocean, River','North America',2,0,0,0,0,0,'Technical failure'
'Takeoff (climb)','Scheduled Revenue Flight',No,Mountains,Oceania,2,2,2,2,0,4,'Human factor'
Flight,Cargo,No,Mountains,'North America',1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Europe,2,0,0,0,0,0,'Human factor'
'Landing (descent or approach)',Private,Yes,Mountains,Europe,1,1,1,0,0,1,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,Mountains,Oceania,2,2,7,7,0,9,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,8,0,152,0,0,0,'Technical failure'
'Landing (descent or approach)',Test,Yes,'Airport (less than 10 km from airport)',Asia,2,0,0,0,0,0,'Technical failure'
Flight,Calibration,No,Mountains,'North America',3,3,0,0,0,3,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,9,0,71,2,0,2,'Human factor'
Flight,Military,No,'Lake, Sea, Ocean, River','South America',3,3,0,0,0,3,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Europe,2,2,17,4,0,6,'Human factor'
Flight,Executive/Corporate/Business,No,Mountains,Asia,1,1,4,4,0,5,'Technical failure'
Flight,'Spraying (Agricultural)',No,'Plain, Valley',Africa,1,1,0,0,0,1,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Lake, Sea, Ocean, River',Asia,4,0,16,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',3,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)',Executive/Corporate/Business,No,'Airport (less than 10 km from airport)','North America',1,1,4,4,0,5,Weather
'Takeoff (climb)',Humanitarian,Yes,'Airport (less than 10 km from airport)',Africa,3,0,1,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Lake, Sea, Ocean, River',Asia,3,0,16,0,0,0,'Human factor'
'Takeoff (climb)',Ferry,Yes,'Lake, Sea, Ocean, River','North America',1,0,2,0,0,0,Unknown
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley',Asia,2,0,2,0,0,0,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,Unknown
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)','North America',1,1,0,0,0,1,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,10,4,92,8,0,12,'Human factor'
Flight,Cargo,Yes,'Plain, Valley','South America',2,0,0,0,0,0,'Technical failure'
Flight,Ferry,No,Mountains,Asia,14,14,3,3,0,17,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','Central America',6,0,86,0,0,0,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Airport (less than 10 km from airport)',Europe,8,8,108,108,0,116,'Human factor'
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)',Europe,2,2,0,0,0,2,Unknown
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,Mountains,'Central America',1,1,12,12,0,13,'Human factor'
Flight,Private,No,'Plain, Valley','North America',1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)',Military,No,'Plain, Valley','South America',1,1,3,3,0,4,Unknown
'Landing (descent or approach)',Humanitarian,Yes,'Airport (less than 10 km from airport)',Africa,3,2,0,0,0,2,'Technical failure'
'Takeoff (climb)',Private,Yes,'Plain, Valley','Central America',1,0,3,0,0,0,'Human factor'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley','South America',0,0,0,0,0,0,Unknown
'Landing (descent or approach)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,1,1,0,2,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','South America',17,0,106,0,0,0,'Other causes'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Antarctica,6,0,2,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)','North America',2,2,16,16,0,18,'Human factor'
'Landing (descent or approach)',Government,Yes,'Airport (less than 10 km from airport)','North America',2,0,11,0,0,0,'Human factor'
Flight,Ferry,No,'Plain, Valley','North America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,2,0,11,0,0,0,Unknown
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,City,Oceania,2,0,8,0,0,0,'Technical failure'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','North America',1,1,4,1,0,2,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','South America',2,0,2,0,0,0,'Technical failure'
'Takeoff (climb)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,4,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Lake, Sea, Ocean, River',Africa,2,2,1,1,0,3,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,4,0,34,0,0,0,'Human factor'
'Landing (descent or approach)',Positioning,Yes,'Airport (less than 10 km from airport)',Oceania,1,0,0,0,0,0,Unknown
'Landing (descent or approach)',Training,Yes,'Airport (less than 10 km from airport)',Africa,2,0,0,0,0,0,'Human factor'
'Landing (descent or approach)',Government,Yes,'Airport (less than 10 km from airport)',Asia,2,0,4,0,0,0,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',No,Mountains,Asia,2,2,16,16,0,18,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,5,0,3,0,0,0,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,1,0,15,0,0,0,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)','North America',2,2,3,3,0,5,'Human factor'
'Landing (descent or approach)',Military,No,Mountains,Asia,6,6,24,24,0,30,'Human factor'
'Landing (descent or approach)',Executive/Corporate/Business,No,'Plain, Valley','North America',2,2,1,1,0,3,'Human factor'
Flight,Aerobatic,No,'Plain, Valley','North America',1,1,1,1,0,2,'Human factor'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)',Asia,2,2,0,0,0,2,Unknown
Flight,'Scheduled Revenue Flight',NA,'Plain, Valley',Europe,0,0,0,0,0,0,Unknown
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley',Asia,2,0,8,0,0,0,'Technical failure'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)',Oceania,1,0,2,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,7,0,165,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,No,'Airport (less than 10 km from airport)',Asia,5,5,31,30,0,35,'Human factor'
'Landing (descent or approach)','Skydiving / Paratroopers',No,'Airport (less than 10 km from airport)',Europe,1,1,0,0,0,1,'Technical failure'
Flight,'Survey / Patrol / Reconnaissance',Yes,'Lake, Sea, Ocean, River',Asia,2,0,4,0,0,0,Unknown
Flight,Positioning,No,'Plain, Valley',Europe,1,1,0,0,0,1,Unknown
'Landing (descent or approach)',Military,Yes,'Airport (less than 10 km from airport)',Africa,0,0,0,0,1,1,'Human factor'
'Landing (descent or approach)',Test,Yes,'Airport (less than 10 km from airport)','Central America',0,0,0,0,0,0,Unknown
'Landing (descent or approach)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,1,1,0,2,'Human factor'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','South America',2,2,0,0,0,2,Unknown
Flight,'Scheduled Revenue Flight',No,'Plain, Valley',Asia,9,9,115,115,1,125,'Technical failure'
'Landing (descent or approach)',Cargo,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)',Private,No,'Plain, Valley','North America',1,1,9,9,0,10,'Technical failure'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley',Asia,1,0,9,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,City,'North America',3,3,5,2,0,5,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Europe,2,0,8,0,0,0,'Human factor'
'Landing (descent or approach)',Ferry,No,'Lake, Sea, Ocean, River','North America',2,2,0,0,0,2,'Human factor'
Flight,Ferry,Yes,'Lake, Sea, Ocean, River',Europe,1,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)',Cargo,No,'Lake, Sea, Ocean, River',Oceania,1,1,0,0,0,1,'Human factor'
Flight,Private,Yes,'Lake, Sea, Ocean, River',World,1,0,7,0,0,0,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Other causes'
'Landing (descent or approach)',Positioning,No,'Plain, Valley',Africa,2,2,0,0,0,2,Unknown
'Takeoff (climb)',Cargo,Yes,'Plain, Valley',Asia,7,5,3,2,0,7,'Technical failure'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,2,2,0,3,'Technical failure'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,0,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)',Positioning,Yes,'Airport (less than 10 km from airport)','South America',2,0,0,0,0,0,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Lake, Sea, Ocean, River',Europe,1,1,4,4,0,5,Unknown
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',1,1,6,1,0,2,'Human factor'
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',3,0,0,0,0,0,'Other causes'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,5,0,48,0,0,0,'Other causes'
'Landing (descent or approach)','Skydiving / Paratroopers',Yes,'Airport (less than 10 km from airport)',Europe,1,0,0,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,6,0,5,0,0,0,'Human factor'
'Landing (descent or approach)',Ambulance,Yes,'Airport (less than 10 km from airport)','North America',1,1,2,1,0,2,'Human factor'
'Landing (descent or approach)',NA,Yes,'Airport (less than 10 km from airport)','South America',0,0,0,0,0,0,'Technical failure'
